Employee_ID,Employee_Name,Age,Gender,Department,Job_Role,Education_Level,Monthly_Income,Experience_Years,Work_Location,Distance_From_Home_KM,Overtime,Work_Life_Balance,Job_Satisfaction,Environment_Satisfaction,Relationship_With_Manager,Training_Hours_Last_Year,Years_Since_Last_Promotion,Salary_Hike_Percent,Projects_Handled,Absenteeism_Days,Stress_Level,Performance_Rating,Attrition,Attrition_Reason,Joining_Date,Email,Phone_Number,Attrition_Risk_Score
EMP01449,Nirvi Lall,29,Female,Marketing,SEO Specialist,Masters,118717,9,Noida,27,No,4,3,5,2,72,2,0,14,12,4,1,No,Not Provided,26-01-2017,kandafaiyaz@bir-ratti.com,9384941842,10
EMP01450,Zoya Varty,43,Other,Customer Support,Support Executive,Masters,168010,17,Delhi,12,Yes,1,4,2,2,2,0,15,10,14,2,1,No,Not Provided,21-02-2018,dadarasha@ganesan-gara.com,2478043046,11
EMP01451,Aayush Iyer,27,Other,Finance,Accountant,MBA,51162,0,Bangalore,27,No,1,2,2,5,8,5,13,4,21,2,4,No,Not Provided,20-04-2026,dasnehmat@yahoo.com,408507961,11
EMP01452,Vivaan Badal,27,Female,Marketing,SEO Specialist,Bachelors,93076,4,Delhi,4,Yes,3,2,4,4,66,8,21,5,16,3,1,No,Not Provided,15-10-2022,tgulati@lala-lad.com,6242845237,7
EMP01453,Neysa Sridhar,50,Other,Marketing,Content Strategist,Diploma,41816,22,Delhi,21,Yes,5,4,1,2,43,1,20,3,8,5,3,No,Not Provided,12-07-2022,thakerjivika@gmail.com,9906551030,9
EMP01454,Yakshit Bhatnagar,30,Other,Operations,Supply Chain Analyst,MBA,76788,4,Hyderabad,27,Yes,2,3,5,2,26,9,3,9,0,5,1,Yes,"Poor Work Life Balance, Overtime, Manager Issues",11-05-2017,thakkarjayant@sandal.com,9191244465,15
EMP01455,Not Available,25,Other,Sales,Business Development Associate,MBA,103760.1093,5,Kolkata,6,No,2,5,5,3,20,4,0,6,13,2,5,No,Not Provided,06-02-2019,tatashanaya@gmail.com,919849598,5
EMP01456,Inaaya  Atwal,54,Female,Sales,Sales Manager,MBA,140949,28,Bangalore,21,No,2,4,3,3,30,1,7,9,1,3,2,No,Not Provided,07-04-2026,bhattieshani@hotmail.com,7945853367,3
EMP01457,Lakshay Gaba,26,Other,HR,HR Executive,MBA,81018,0,Kolkata,26,Yes,5,2,2,5,18,5,9,2,10,4,2,Yes,"Overtime, Low Job Satisfaction, High Stress",22-06-2022,himmatkala@hotmail.com,1553308510,13
EMP01458,Navya Kashyap,33,Male,Marketing,SEO Specialist,Masters,175349,4,Mumbai,33,No,5,5,5,4,70,3,6,4,14,2,2,No,Not Provided,05-04-2017,fsamra@chandran-chander.org,5943212703,1
EMP01459,Ritvik Din,28,Female,Customer Support,Support Executive,Bachelors,144892,6,Kolkata,7,No,1,3,1,3,51,1,17,13,16,2,5,No,Not Provided,08-06-2017,sidhushamik@wali.org,4627307411,7
EMP01460,Misha Chawla,42,Female,Not assigned,Operations Executive,Diploma,59488,17,Delhi,30,Yes,4,1,2,5,11,8,0,1,17,3,5,No,Not Provided,19-05-2016,karamiraya@yahoo.com,7420507838,12
EMP01461,Parinaaz Bawa,40,Other,Not assigned,Support Executive,MBA,80316,18,Chennai,22,Yes,1,5,1,3,40,5,20,10,8,1,1,No,Not Provided,20-03-2024,ela38@hotmail.com,9500090714,11
EMP01462,Anika Verma,49,Male,HR,Recruiter,Diploma,174582,23,Hyderabad,22,Yes,2,2,3,5,41,9,13,7,18,3,5,No,Not Provided,29-04-2018,anya72@yahoo.com,5458437581,10
EMP01463,Misha Iyengar,45,Other,Not assigned,Support Executive,Masters,173386,16,Kolkata,37,Yes,1,5,4,3,33,10,5,4,13,3,5,No,Not Provided,15-05-2020,sarinanahita@yahoo.com,4354621380,10
EMP01464,Miraan Madan,60,Female,Operations,Supply Chain Analyst,Diploma,170501,33,Chennai,33,No,5,1,3,1,24,6,17,12,5,3,2,No,Not Provided,06-03-2022,tdora@gmail.com,9769653516,10
EMP01465,Bhavin Mallick,34,Other,Sales,Sales Executive,Masters,41267,10,Bangalore,33,Yes,4,3.039382866,5,4,12,9,11,10,20,3,1,No,Not Provided,07-10-2018,sankaralisha@babu.net,861548096,7
EMP01466,Indranil Baral,46,Female,Sales,Sales Executive,Masters,150790,21,Pune,4,Yes,2,4,3,1,8,7,19,4,18,3,3,No,Not Provided,18-06-2018,batraamira@dass.com,3298000525,9
EMP01467,Baiju Karan,59,Female,Finance,Financial Analyst,MBA,51414,33,Pune,18,No,3,1,3,2,54,3,18,11,0,3,5,No,Not Provided,09-06-2025,lakshit64@dutta.com,4870625271,7
EMP01468,Azad Kadakia,52,Other,Customer Support,Customer Success Manager,MBA,135372,25,Hyderabad,10,No,5,1,3,3,78,1,25,3,18,3,2,No,Not Provided,11-12-2025,mishtibatta@savant.info,9842932957,3
EMP01469,Misha Ganguly,22,Male,Operations,Operations Executive,Diploma,84881,0,Pune,16,No,4,3,4,5,0,0,18,14,1,4,2,No,Not Provided,13-10-2016,skoshy@sidhu.com,6593552502,5
EMP01470,Ivan Manda,54,Female,HR,HR Manager,MBA,36233,31,Chennai,8,Yes,3,2,5,2,67,6,5,13,9,2,2,Yes,"Overtime, Low Job Satisfaction, Manager Issues",12-01-2026,vshan@mand.com,1963026740,13
EMP01471,Eshani Hayre,43,Female,Finance,Financial Analyst,Diploma,56117,22,Noida,20,No,1,1,5,3,14,3,9,5,12,5,2,No,Not Provided,05-05-2018,smajumdar@chaudry.org,4844506653,9
EMP01472,Saira Varughese,27,Other,Operations,Operations Executive,Bachelors,45256,3,Bangalore,14,No,5,4,1,3,40,5,7,8,0,4,1,No,Not Provided,21-10-2023,lallshayak@kapur-joshi.com,8316464659,7
EMP01473,Seher Handa,55,Other,Operations,Operations Executive,MBA,37923,35,Chennai,35,No,1,5,3,2,74,10,16,6,16,1,5,No,Not Provided,03-06-2025,neelofarbatta@roy-rege.com,9949192543,8
EMP01474,Suhana Guha,22,Other,Operations,Operations Executive,Masters,35523,0,Bangalore,24,Yes,5,5,5,4,33,10,23,6,2,2,2,No,Not Provided,06-04-2023,kairadua@gmail.com,9868439166,4
EMP01475,Priyansh Rajan,42,Male,Customer Support,Support Executive,Bachelors,118887,19,Mumbai,7,No,3,1,1,2,19,5,12,3,15,2,5,No,Not Provided,07-06-2025,tiwariveer@chaudhari-gala.com,1617424896,9
EMP01476,Drishya Bhatia,58,Male,Sales,Sales Manager,Masters,53031,32,Noida,32,Yes,2,3,1,4,17,10,1,9,15,3,2,No,Not Provided,16-06-2019,lakshitkade@anne.net,8372430943,12
EMP01477,Madhav Dhar,46,Male,Marketing,Marketing Manager,Masters,40061,20,Pune,7,No,4,2,1,5,45,8,24,14,14,5,1,No,Not Provided,06-07-2022,kborah@yahoo.com,914398046,12
EMP01478,Renee Wali,47,Other,HR,Recruiter,Masters,131131,19,Delhi,16,No,3,1,3,1,69,1,24,12,7,5,5,No,Not Provided,09-10-2016,godashamik@hotmail.com,773855945,10
EMP01479,Pihu Shetty,31,Other,Sales,Business Development Associate,Bachelors,119020,8,Pune,32,Yes,1,1,5,3,29,4,0,4,5,4,3,Yes,"Poor Work Life Balance, Overtime, Low Job Satisfaction",26-02-2021,msaraf@yahoo.com,9599165624,14
EMP01480,Neelofar Vyas,58,Female,Sales,Sales Executive,Bachelors,76311,31,Mumbai,9,Yes,2,4,3,4,34,4,9,15,7,4,1,No,Not Provided,04-02-2025,kchoudhry@zacharia-bhargava.com,7705386602,10
EMP01481,Misha Kapur,23,Other,Finance,Finance Manager,Diploma,143089,0,Pune,18,No,5,1,3,2,52,8,18,15,3,5,2,No,Not Provided,04-03-2024,aarna56@yahoo.com,1462670402,12
EMP01482,Riya Kapoor,36,Female,Customer Support,Support Executive,Masters,25033,8,Chennai,25,No,4,4,2,1,10,10,1,10,17,4,5,Yes,"Manager Issues, High Stress, No Promotion",24-10-2021,priyanshsachar@yahoo.com,3527714507,14
EMP01483,Veer Banerjee,55,Other,Finance,Software Engineer,MBA,161963,35,Pune,29,No,1,4,5,2,31,8,3,3,11,4,1,Yes,"Poor Work Life Balance, Manager Issues, High Stress",29-03-2019,indrans38@hotmail.com,8955745876,13
EMP01484,Rhea Raval,36,Other,IT,Data Analyst,Bachelors,66922,12,Pune,17,Yes,5,3,3,2,65,0,7,8,22,4,2,No,Not Provided,24-01-2022,shayashvi@rama.com,2158021638,7
EMP01485,Anahita Gaba,33,Female,IT,System Admin,Masters,80657,12,Hyderabad,23,Yes,4,1,2,5,77,9,7,13,8,3,5,No,Not Provided,03-10-2019,ishaan20@hotmail.com,6306745237,11
EMP01486,Uthkarsh Sankar,56,Male,HR,HR Executive,MBA,133639,26,Bangalore,27,Yes,3,2,4,3,74,1,20,8,2,4,2,No,Not Provided,24-04-2023,irataneja@divan-garde.net,7310957214,9
EMP01487,Damini Hari,24,Other,Operations,Operations Executive,Diploma,26154,4,Delhi,18,Yes,1,1,4,5,58,7,21,1,24,3,2,No,Not Provided,25-10-2019,indranil04@yahoo.com,3001335833,10
EMP01488,Nakul Barad,53,Male,HR,Recruiter,MBA,50139,26,Hyderabad,6,Yes,2,2,4,4,21,3,4,12,12,1,1,No,Not Provided,13-11-2019,rkuruvilla@samra.com,4351331573,12
EMP01489,Jhanvi Raman,52,Male,IT,System Admin,Bachelors,41263,27,Noida,17,Yes,4,3,3,1,21,1,22,12,1,5,1,No,Not Provided,12-07-2021,miraanagate@raman-zacharia.com,6566391235,9
EMP01490,Rhea Sibal,52,Male,Operations,Operations Executive,Masters,120689,24,Hyderabad,15,Yes,2,4,1,5,41,3,18,15,2,3,3,No,Not Provided,08-01-2017,kadakiakabir@karan-keer.com,8256733768,9
EMP01491,Kiaan Bala,22,Male,Marketing,Marketing Manager,MBA,96528,0,Kolkata,2,No,2,3.039382866,2,5,6,5,24,3,8,4,5,No,Not Provided,25-05-2023,alishavarkey@hotmail.com,6787662736,10
EMP01492,Oorja Deol,30,Male,Marketing,Marketing Manager,MBA,97470,6,Mumbai,18,No,1,5,2,5,15,10,9,12,1,4,4,No,Not Provided,09-01-2017,zainabadami@yahoo.com,2886769404,12
EMP01493,Faiyaz Bora,54,Male,Customer Support,Customer Success Manager,Masters,105530.7044,25,Delhi,21,Yes,5,3,5,1,75,5,22,7,9,4,4,No,Not Provided,22-07-2016,shanindrajit@gmail.com,8520632622,9
EMP01494,Vivaan Gopal,57,Other,Sales,Sales Executive,Diploma,77282,33,Kolkata,23,Yes,3,5,3,3,29,3,18,15,5,2,4,No,Not Provided,13-12-2017,balavidur@lad-dugal.org,2777157195,4
EMP01495,Ira Chad,25,Male,Marketing,Content Strategist,Bachelors,162353,0,Pune,30,Yes,4,3,2,1,16,0,9,13,24,2,4,No,Not Provided,13-09-2024,yuvraj-vaidya@ganesh.com,7445132587,9
EMP01496,Parinaaz Thaker,29,Male,Customer Support,Support Executive,Diploma,58428,4,Chennai,24,No,3,4,4,5,56,9,3,11,23,5,5,No,Not Provided,02-05-2025,samihaloyal@edwin.net,9604557827,9
EMP01497,Rasha Dutt,33,Other,IT,Data Analyst,MBA,171194,11,Mumbai,7,Yes,2,1,1,5,9,4,0,3,18,4,5,Yes,"Poor Work Life Balance, Overtime, Low Job Satisfaction",11-02-2017,bhaktaayesha@hotmail.com,2873237566,15
EMP01498,Lakshay Warrior,44,Male,Sales,Sales Executive,Diploma,81834,16,Chennai,18,Yes,4,4,5,4,0,5,22,3,13,3,3,No,Not Provided,22-12-2023,riyatrivedi@gmail.com,9824095853,4
EMP01499,Veer Dube,44,Other,Sales,Sales Executive,Diploma,111888,14,Kolkata,39,No,1,3,4,3,54,1,24,4,11,1,5,No,Not Provided,20-10-2025,riyachaudhary@rout.com,1926572170,4
EMP01500,Oorja Ray,52,Other,Marketing,Marketing Manager,MBA,114360,32,Hyderabad,13,Yes,5,5,2,5,52,3,16,5,1,1,5,No,Not Provided,06-03-2021,samartak@hotmail.com,3688782480,4
EMP01501,Farhan Ratti,21,Female,HR,Recruiter,Diploma,166741,0,Mumbai,32,Yes,2,5,1,1,62,9,11,10,4,4,5,Yes,"Poor Work Life Balance, Overtime, Manager Issues",28-05-2018,mannatcheema@chad.org,2196167702,17
EMP01502,Manikya Mann,30,Female,Customer Support,Support Executive,Diploma,106482,5,Kolkata,29,No,1,1,3,3,56,7,25,10,0,4,3,Yes,"Poor Work Life Balance, Low Job Satisfaction, High Stress",06-02-2021,thakurgokul@chana.com,4956816507,14
EMP01503,Chirag Shan,33,Other,Marketing,SEO Specialist,Diploma,100115,9,Pune,24,No,1,1,5,4,24,2,6,5,9,3,1,No,Not Provided,04-09-2022,madhavcomar@chaudhari.net,1527498341,6
EMP01504,Abram Sarna,52,Female,IT,BI Developer,Diploma,148950,25,Pune,28,No,4,3,1,2,20,9,21,11,25,5,1,No,Not Provided,09-08-2016,shahbiju@dora.biz,3527438352,12
EMP01505,Anay Edwin,23,Female,Customer Support,Support Executive,Masters,80114,3,Pune,20,No,2,3,3,5,74,10,22,2,2,4,4,No,Not Provided,09-02-2026,devantrisha@yahoo.com,8855813295,8
EMP01506,Aarna Handa,25,Other,HR,HR Executive,Bachelors,101487,5,Hyderabad,10,Yes,1,1,3,4,4,9,19,13,3,3,1,No,Not Provided,16-12-2024,aaryahiraval@hotmail.com,6640755959,12
EMP01507,Ritvik Sandal,45,Female,Customer Support,Support Executive,Masters,140865,20,Kolkata,19,No,4,3,2,4,62,4,2,14,14,5,1,No,Not Provided,25-06-2021,nirvaanvohra@dhingra-solanki.net,8568658850,9
EMP01508,Shray Divan,38,Female,Marketing,SEO Specialist,Bachelors,130173,11,Bangalore,28,Yes,5,3,2,4,59,1,16,15,19,1,1,No,Not Provided,05-08-2022,dsodhi@yahoo.com,1064473517,7
EMP01509,Hiran Khare,21,Female,IT,Software Engineer,Bachelors,41387,0,Chennai,13,No,4,2,4,2,25,8,18,10,12,2,3,No,Not Provided,13-10-2017,jayant81@hotmail.com,1916005083,9
EMP01510,Madhup Balakrishnan,52,Male,HR,HR Executive,Diploma,121264,28,Noida,1,Yes,4,5,2,5,8,1,7,4,22,4,2,No,Not Provided,02-06-2022,bahrichirag@yahoo.com,4953134939,7
EMP01511,Jayesh Sethi,27,Other,Customer Support,Customer Success Manager,Masters,95380,7,Mumbai,32,No,4,1,5,3,21,7,15,10,4,3,5,No,Not Provided,17-04-2021,hsami@gmail.com,1142439620,8
EMP01512,Romil Chhabra,47,Female,Finance,Accountant,Diploma,83131,24,Hyderabad,6,Yes,1,2,5,5,21,10,19,15,10,5,1,Yes,"Poor Work Life Balance, Overtime, Low Job Satisfaction",03-09-2016,banikbhavin@sibal.info,2947502602,15
EMP01513,Advik Gade,44,Male,Finance,Accountant,Masters,62395,21,Hyderabad,6,No,1,2,1,4,32,5,5,3,1,5,3,Yes,"Poor Work Life Balance, Low Job Satisfaction, High Stress",24-10-2023,mastergokul@gmail.com,7145719451,15
EMP01514,Nishith Dewan,53,Male,Finance,Financial Analyst,Masters,100788,26,Noida,29,Yes,2,3,1,1,50,4,0,6,4,1,5,No,Not Provided,16-02-2024,dharmajangoyal@gmail.com,5900788331,12
EMP01515,Raunak Mangat,24,Male,Operations,Supply Chain Analyst,MBA,119976,3,Bangalore,24,Yes,3,5,5,1,24,6,23,6,18,4,5,No,Not Provided,14-02-2019,tripathiemir@gmail.com,5369145833,9
EMP01516,Kismat Gola,38,Other,Sales,Business Development Associate,Diploma,179492,9,Chennai,12,Yes,1,2,2,3,14,0,14,12,20,5,5,Yes,"Poor Work Life Balance, Overtime, Low Job Satisfaction",10-03-2025,vchaudhary@manda-shroff.net,8311855282,15
EMP01517,Kiaan Luthra,60,Male,Customer Support,Support Executive,Masters,123135,35,Delhi,9,No,1,2,1,2,25,7,13,3,19,5,1,Yes,"Poor Work Life Balance, Low Job Satisfaction, Manager Issues",31-08-2018,siyataneja@kulkarni-goda.biz,5032981597,15
EMP01518,Sumer Sarin,55,Male,Customer Support,Support Executive,MBA,31390,34,Delhi,4,No,5,5,2,2,25,0,8,1,6,4,4,No,Not Provided,17-02-2026,oraja@yahoo.com,1627188843,7
EMP01519,Uthkarsh Shere,59,Female,Customer Support,Support Executive,Diploma,121076,30,Mumbai,27,No,5,3,4,5,17,10,22,2,14,3,1,No,Not Provided,28-10-2016,samairamanne@hotmail.com,5720619286,3
EMP01520,Zain Amble,31,Other,Marketing,Marketing Manager,Diploma,76980,9,Delhi,2,No,5,4,1,2,57,2,0,5,21,4,4,No,Not Provided,19-12-2018,zaradora@yadav.biz,9834528240,9
EMP01521,Shray Balan,53,Male,Finance,Accountant,Masters,93865,28,Delhi,12,No,3,1,1,2,2,9,16,3,22,3,2,No,Not Provided,12-12-2019,saanvi70@shah.com,7043790733,9
EMP01522,Urvi Kari,36,Female,Finance,Accountant,Masters,47512,9,Mumbai,22,Yes,5,2,2,3,46,6,13,14,7,3,2,No,Not Provided,31-01-2024,aptepurab@arya.com,8475108425,11
EMP01523,Ela Buch,22,Female,HR,HR Executive,Masters,101613,0,Kolkata,34,Yes,2,5,1,1,7,10,8,2,20,2,2,No,Not Provided,16-05-2017,ivanabatta@gmail.com,8314258291,12
EMP01524,Aarav Salvi,46,Female,Operations,Operations Executive,Bachelors,46288,25,Hyderabad,10,Yes,1,1,1,3,45,8,12,10,3,5,3,Yes,"Poor Work Life Balance, Overtime, Low Job Satisfaction",15-09-2022,urvi56@srivastava.com,1514207384,17
EMP01525,Hunar Chahal,43,Other,Finance,Accountant,MBA,70888,20,Delhi,35,No,5,4,2,5,69,9,1,14,20,1,3,No,Not Provided,02-09-2017,parinaazsinghal@butala-de.biz,5427408186,9
EMP01526,Nishith Bhardwaj,23,Female,Customer Support,Customer Success Manager,Bachelors,44090,0,Noida,37,No,3,4,1,4,50,9,22,7,11,2,2,No,Not Provided,28-06-2023,diyasahota@garg-bhatti.com,7188166089,5
EMP01527,Hunar Sem,53,Other,IT,Software Engineer,Bachelors,54488,23,Kolkata,26,No,3,5,3,4,33,3,0,2,25,5,1,No,Not Provided,09-12-2024,lakshitkalita@gmail.com,8590207332,6
EMP01528,Shaan Amble,30,Female,Finance,Finance Manager,MBA,163803,8,Mumbai,10,Yes,4,3,4,3,13,1,23,4,7,2,5,No,Not Provided,09-10-2020,rraj@hotmail.com,8339192921,2
EMP01529,Kashvi Dass,41,Female,Marketing,Content Strategist,MBA,72487,18,Mumbai,10,No,2,3,5,2,29,2,10,13,3,2,5,No,Not Provided,16-12-2022,suhanachaudhuri@hotmail.com,8158290202,7
EMP01530,Mahika Dutta,41,Male,IT,Data Analyst,Bachelors,84819,17,Kolkata,38,Yes,5,1,2,2,33,8,18,9,20,1,3,No,Not Provided,09-09-2020,shray39@kalla.org,3613150912,12
EMP01531,Myra Divan,28,Male,HR,HR Manager,Diploma,165282,3,Chennai,9,Yes,5,5,1,4,26,5,15,1,15,3,5,No,Not Provided,20-12-2022,cchaudhry@gmail.com,6329050221,6
EMP01532,Myra Sahota,55,Male,Operations,Supply Chain Analyst,Masters,98582,26,Noida,8,Yes,2,3,4,5,29,2,15,11,7,4,1,No,Not Provided,04-01-2017,kagrawal@doctor-agarwal.com,6474263371,10
EMP01533,Zeeshan Borde,54,Female,Operations,Supply Chain Analyst,Diploma,172109,24,Bangalore,39,Yes,3,2,2,3,6,8,7,5,4,5,3,Yes,"Overtime, Low Job Satisfaction, High Stress",23-07-2018,shamik55@grewal.com,3255974102,13
EMP01534,Taimur Ghosh,43,Other,Sales,Business Development Associate,MBA,64742,19,Bangalore,26,Yes,1,4,3,1,66,6,11,10,14,5,2,Yes,"Poor Work Life Balance, Overtime, Manager Issues",13-04-2022,diyadada@acharya.com,8517079160,15
EMP01535,Vanya Sen,26,Male,HR,HR Manager,Diploma,98835,4,Delhi,22,No,2,5,3,5,14,5,22,13,16,4,2,No,Not Provided,02-03-2026,vidurbahl@khare.com,418893627,10
EMP01536,Nitya Sengupta,48,Female,Finance,Financial Analyst,MBA,159501,24,Delhi,1,No,2,1,5,3,6,6,9,3,12,3,2,No,Not Provided,23-10-2025,yuvaan74@ramanathan-dubey.net,2416411803,8
EMP01537,Alia Ganesan,43,Female,Sales,Sales Executive,Bachelors,108151,14,Noida,3,No,4,4,4,5,20,3,7,15,23,3,3,No,Not Provided,03-10-2018,elakshi94@yahoo.com,1787037945,2
EMP01538,Lavanya Tailor,32,Female,Operations,Operations Executive,Masters,139961,10,Pune,34,Yes,4,1,4,4,21,10,12,5,9,1,1,No,Not Provided,11-06-2018,ghoshmiraya@mandal-iyengar.com,2507641122,8
EMP01539,Romil Ghosh,59,Male,HR,HR Executive,MBA,27041,33,Pune,29,No,2,4,4,1,49,6,8,15,0,3,1,No,Not Provided,14-07-2020,onkartella@yahoo.com,661682748,10
EMP01540,Anya Borra,45,Male,IT,System Admin,MBA,61824,20,Bangalore,34,No,1,4,2,2,37,9,20,2,6,2,4,No,Not Provided,03-09-2021,walimamooty@jaggi-gade.com,9160141808,10
EMP01541,Neysa Jaggi,51,Female,Not assigned,Customer Success Manager,Bachelors,133513,22,Mumbai,6,No,2,5,4,2,29,5,3,10,17,3,1,No,Not Provided,12-10-2020,mannatchandra@yahoo.com,6560211236,11
EMP01542,Mishti Bajaj,30,Male,Sales,Sales Executive,MBA,49493,8,Mumbai,33,No,4,2,3,5,25,9,21,8,5,1,5,No,Not Provided,01-03-2026,sahilsarkar@gmail.com,2338565354,6
EMP01543,Jayant Sen,56,Male,Sales,Business Development Associate,MBA,68079,33,Mumbai,1,No,3,5,4,3,21,8,4,1,24,4,3,No,Not Provided,16-11-2016,wjain@gmail.com,4310198388,7
EMP01544,Tara Jha,52,Male,Operations,Operations Executive,Bachelors,82207,26,Pune,24,No,1,5,1,2,78,4,17,11,0,5,1,No,Not Provided,13-10-2023,sinhamahika@khanna-dash.com,40337565,12
EMP01545,Nayantara Kibe,60,Male,Operations,Supply Chain Analyst,Bachelors,94659,32,Delhi,3,Yes,4,1,1,2,53,5,21,1,1,5,2,Yes,"Overtime, Low Job Satisfaction, Manager Issues",11-05-2023,samar15@borde.net,909681000,14
EMP01546,Diya Das,22,Male,Marketing,Marketing Manager,Masters,117680,0,Hyderabad,19,Yes,3,1,1,4,31,1,24,14,8,5,1,No,Not Provided,28-12-2016,samihacherian@hotmail.com,1576215951,12
EMP01547,Ira Garde,53,Female,IT,BI Developer,MBA,41125,25,Delhi,25,No,4,1,5,4,57,2,12,3,2,2,2,No,Not Provided,03-04-2020,zainadara@bir.com,8828634501,4
EMP01548,Dharmajan Bora,22,Female,Finance,Finance Manager,MBA,113068,0,Chennai,18,Yes,2,2,1,5,35,9,11,6,21,4,3,Yes,"Poor Work Life Balance, Overtime, Low Job Satisfaction",11-03-2026,ndara@gmail.com,1016673355,15
EMP01549,Baiju Lata,55,Female,Marketing,Content Strategist,MBA,177256,25,Pune,22,Yes,3,5,1,3,79,10,6,4,2,4,2,No,Not Provided,15-02-2023,jkohli@yahoo.com,5298063796,9
EMP01550,Ishaan Dara,57,Male,Finance,Accountant,Bachelors,168803,32,Chennai,5,Yes,1,3,1,4,48,7,19,6,1,2,4,No,Not Provided,30-10-2019,divitvora@sengupta.org,6550561844,9
EMP01551,Jivin Lalla,60,Male,Customer Support,Customer Success Manager,Bachelors,126659,32,Noida,7,No,4,4,1,4,70,8,16,9,10,5,1,No,Not Provided,29-03-2023,dhingrazara@gola.info,2711047015,7
EMP01552,Neysa Bala,47,Female,Sales,Business Development Associate,Bachelors,147967,22,Delhi,26,No,5,4,1,4,12,8,14,2,20,3,4,No,Not Provided,16-05-2022,raghavchaudhry@hotmail.com,1936848975,5
EMP01553,Saksham Virk,47,Female,Operations,Operations Executive,MBA,136675,22,Hyderabad,15,Yes,1,1,3,3,44,7,2,7,18,3,4,No,Not Provided,13-07-2024,charnakul@wagle.org,341647909,12
EMP01554,Eva Krishnan,53,Male,HR,HR Manager,Bachelors,176071,26,Chennai,24,No,5,5,5,5,53,8,20,11,13,2,1,No,Not Provided,13-08-2016,vritika08@sankar.com,9929474619,4
EMP01555,Rati Sem,59,Male,Marketing,Marketing Manager,Masters,33717,36,Pune,13,Yes,2,2,5,2,44,2,12,3,2,4,1,Yes,"Poor Work Life Balance, Overtime, Low Job Satisfaction",03-04-2022,nirvi44@gmail.com,2628967459,13
EMP01556,Vritika Guha,41,Male,Not assigned,Supply Chain Analyst,Diploma,177329,14,Pune,8,Yes,5,1,3,3,13,7,8,12,10,1,1,No,Not Provided,20-01-2023,khalsashamik@gandhi.org,7997199112,9
EMP01557,Riya Sandal,27,Other,HR,Recruiter,Masters,148927,7,Hyderabad,27,Yes,4,1,2,3,49,7,10,2,19,5,3,Yes,"Overtime, Low Job Satisfaction, High Stress",07-04-2018,grastogi@yahoo.com,1876070891,13
EMP01558,Ira Raman,22,Female,Finance,Finance Manager,Masters,98627,0,Hyderabad,34,No,5,4,5,1,63,3,24,7,12,3,2,No,Not Provided,19-08-2019,ojasbaral@char.info,9878576859,3
EMP01559,Shanaya Manne,54,Other,Not assigned,Operations Executive,Bachelors,177757,28,Hyderabad,12,Yes,2,5,4,1,73,8,3,15,8,2,1,Yes,"Poor Work Life Balance, Overtime, Manager Issues",11-05-2020,keya10@hotmail.com,3093709780,13
EMP01560,Uthkarsh Babu,42,Other,Operations,Supply Chain Analyst,Masters,164369,16,Delhi,33,No,4,4,5,4,38,0,12,3,2,2,1,No,Not Provided,12-10-2022,kchoudhary@rajagopal.com,6238847848,1
EMP01561,Sana Joshi,52,Female,HR,HR Manager,MBA,114097,28,Pune,34,No,2,1,2,1,24,9,21,8,9,4,4,Yes,"Poor Work Life Balance, Low Job Satisfaction, Manager Issues",12-11-2019,ochawla@gmail.com,886885552,16
EMP01562,Armaan Bhardwaj,26,Female,Customer Support,Support Executive,Bachelors,64564,4,Hyderabad,27,No,4,5,4,2,4,1,15,8,18,1,4,No,Not Provided,27-05-2024,ykeer@gmail.com,4122413018,3
EMP01563,Neelofar Grewal,40,Other,Operations,Operations Executive,Masters,78998,17,Delhi,38,Yes,1,3,4,2,20,5,14,3,8,1,4,No,Not Provided,06-09-2021,vardaniyaatwal@ramesh.com,905341583,10
EMP01564,Parinaaz Deol,44,Female,Marketing,Content Strategist,Masters,58867,21,Delhi,31,No,4,3,4,5,56,1,20,8,15,2,1,No,Not Provided,11-05-2024,himmat53@gmail.com,3518230946,1
EMP01565,Purab Subramaniam,46,Other,Marketing,SEO Specialist,Bachelors,94495,21,Chennai,16,Yes,1,5,4,4,39,5,1,2,9,1,2,No,Not Provided,18-03-2020,tejaslad@yahoo.com,225418699,9
EMP01566,Gokul Basak,25,Male,Sales,Business Development Associate,MBA,82101,3,Noida,38,Yes,3,4,5,4,56,10,4,6,15,2,1,No,Not Provided,04-11-2025,mgaba@yahoo.com,726355560,7
EMP01567,Devansh Goyal,51,Female,Operations,Operations Executive,Bachelors,58447,28,Bangalore,17,Yes,4,3,3,4,50,4,3,8,18,5,5,No,Not Provided,07-03-2018,hridaanchauhan@hotmail.com,4544698236,7
EMP01568,Shamik Karpe,28,Other,Customer Support,Support Executive,MBA,48630,0,Chennai,21,No,1,4,4,5,18,3,22,5,2,2,5,No,Not Provided,14-05-2022,prerakratti@hotmail.com,160892909,3
EMP01569,Eva Arora,41,Male,Finance,Finance Manager,Diploma,67210,15,Pune,33,Yes,3,4,1,5,60,7,11,2,18,2,1,No,Not Provided,21-09-2019,udhawan@srinivas.info,7957293228,7
EMP01570,Pari Andra,45,Other,Customer Support,Support Executive,Diploma,171227,25,Hyderabad,6,Yes,3,5,4,4,68,3,24,8,20,5,5,No,Not Provided,24-05-2018,mannegokul@yahoo.com,1772785081,5
